idproduto;ean;descricaoproduto;pisclassificacaofiscal;pisaliquota;cofinsclassificacaofiscal;cofinsaliquota;csosn;codigoncm;aliquota;
42040;"0000000042040";"QUEIJO PRATO MUTUMILK KG";"06";0,00;"06";0,00;"";"04069020";7,00;
42041;"7898442720425";"BALAO LISO SORTIDO SM 10UN";"49";0,00;"49";0,00;"102";"95059000";7,00;
42042;"7898442729558";"LANCA CONFETE CHUVA DE PRATA B.BEM";"49";0,00;"49";0,00;"102";"95059000";7,00;
42043;"7898442729572";"LANCA CONFETE DIA DE FESTA COL. B.BEM";"06";0,00;"06";0,00;"";"95059000";7,00;
42044;"7898442720784";"ESSENCIA DE BAUNILHA BRANCA BRINK BEM 30ML";"06";0,00;"06";0,00;"";"33021000";7,00;
42045;"7891000370087";"PRESTIGIO MAXI CHOCOLATE 90G";"49";0,00;"49";0,00;"500";"18063120";7,00;
42046;"7896505603296";"AVEIA EM FLOCOS ANCHIETA 350G";"49";0,00;"49";0,00;"102";"11041200";7,00;
42047;"7892840822569";"TORCIDA CAMARAO COM PIMENTA 60G";"49";0,00;"49";0,00;"500";"19059090";7,00;
42050;"7891035002663";"INSETICIDA AEROSSOL SBP MULTI 285ML";"49";0,00;"49";0,00;"102";"38089119";7,00;
42051;"7898629572113";"HARIBO BAL.GEL URS VERAO 80G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42052;"7898956636137";"CAIXA ISOPOR TERMICA 70LTS";"49";0,00;"49";0,00;"102";"39231090";7,00;
42053;"7896849401893";"COADOR PLAST.C/CABO GG 20CM";"49";0,00;"49";0,00;"500";"39241000";7,00;
42055;"0000000042055";"AGLOMAX GPK PRODIN KG";"06";0,00;"06";0,00;"";"21039021";0,00;
42058;"0000000042058";"FIXACOR  KG";"06";0,00;"06";0,00;"";"38249941";7,00;
42057;"0000000042057";"LIGATARI PRODIN KG";"06";0,00;"06";0,00;"";"21042000";7,00;
42060;"7897659674996";"SQUEEZE PET STITCH 700ML";"49";0,00;"49";0,00;"102";"39249000";7,00;
42061;"7897659678260";"SQUEEZE PET STITCH 500ML";"49";0,00;"49";0,00;"102";"39249000";7,00;
42062;"7898084091686";"FAROFA DE MAND. BACON PEREIRRA 250 G";"49";0,00;"49";0,00;"102";"19019090";7,00;
42063;"7896002304191";"PAO HAMBURGUER TIPO BRIOCHE 520G";"49";0,00;"49";0,00;"500";"19059090";7,00;
42064;"7891097105982";"GALBANI CREME DE RICOTA LIGHT 200G";"49";0,00;"49";0,00;"102";"04061090";7,00;
42074;"7897256245445";"COLA BASTAO LEO E LEO 21G";"49";0,00;"49";0,00;"102";"35061090";0,00;
42075;"7898055970217";"COLA COLORIDA HERO 25G C/6";"49";0,00;"49";0,00;"102";"35061090";7,00;
42076;"7898936754233";"MARCA TEXTO AMARELO BRW";"06";0,25;"06";0,00;"";"96082000";0,00;
42077;"7898936754271";"MARCA TEXTO VERDE BRW";"06";0,25;"06";0,00;"";"96082000";0,00;
42078;"7897256243182";"GIZAO MEU PRIMEIRO GIZ C/6 LEO E LEO";"06";0,00;"06";0,00;"";"96099000";7,00;
42079;"7897256246022";"GRAFITE 0.7MM";"06";0,00;"06";0,00;"";"96092000";0,00;
42080;"7897256242482";"GRAFITE 2.0MM";"06";0,00;"06";0,00;"";"96092000";0,00;
42081;"0000000042081";"CARBONO AZUL FOLHA UNITARIA";"49";0,00;"49";0,00;"";"48169010";7,00;
42082;"7897256261919";"PINCEL CHATO LEO E LEO UN";"49";0,00;"49";0,00;"102";"96033000";0,00;
42083;"7897256260745";"LAPISEIRA LEO E LEO 2.0";"06";0,00;"06";0,00;"";"96084000";7,00;
42084;"7897256270799";"LAPISEIRA LEO E LEO 0.7";"06";0,00;"06";0,00;"";"96084000";7,00;
42085;"7908467200410";"FITA ADESIVA TRANSPARENTE KORETECH 12X40";"49";0,00;"49";0,00;"102";"39191010";0,00;
42086;"7908293913409";"CADERNO NOVA CADERNOS FEMINIMO 80FLS";"49";0,00;"49";0,00;"500";"48202000";0,00;
42087;"7908293913201";"CADERNO IT'S COOL FEMINIMO 80FLS";"49";0,00;"49";0,00;"500";"48202000";0,00;
42088;"7908293910972";"CADERNO GO SURF NOVA 240FLS";"49";0,00;"49";0,00;"500";"48202000";0,00;
42089;"7908293913195";"CADERNO CUSTOM NOVA 320FLS";"49";0,00;"49";0,00;"500";"48202000";0,00;
42090;"7891027234867";"CADERNO PEPPER 256FLS";"49";0,00;"49";0,00;"500";"48202000";0,00;
42091;"7908293913232";"CADERNO IT'S COOL 320FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42092;"7908293913225";"CADERNO IT'S COOL 240FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42093;"7908293911610";"CADERNO VIBES SPORT 240FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42094;"7908293911627";"CADERNO VIBES SPORT 320FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42095;"7908293911146";"CADERNO NOVA MIX FEM 320FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42096;"7908293910996";"CADERNO NOVA MIX MASCULINO 80FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42097;"7891027159887";"CADERNO PEPPER MASC 160FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42098;"7908293913362";"CADERNO FRIENDS CUTE 240FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42099;"7908293913171";"CADERNO CUSTOM 160FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42101;"7908293911597";"CADERNO VIBES SPORT MAS 160FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42102;"7897249545712";"CADERNETA 1/8 ESP.FLEXIVEL 48FLS";"49";0,00;"49";0,00;"500";"48201000";7,00;
42103;"7897249545583";"AGENDA PERMANENTE ESCOLAR 1/8 64FLS";"49";0,00;"49";0,00;"500";"48201000";7,00;
42104;"7897249579366";"CADERNO DESIGN 1/4 FLEXIVEL 48FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42107;"7908293913416";"CADERNO FRIENDS CUTE 160FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42108;"7891027234881";"CADERNO PEPPER MASC 256FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42109;"7908293911009";"CADERNO NOVA MIX MAS 160FLS";"49";0,00;"49";0,00;"500";"48202000";7,00;
42112;"7897659635843";"SQUEEZE PET BODY STITCH 1LT";"49";0,00;"49";0,00;"102";"39249000";7,00;
42113;"7899110598681";"PEGADOR DE MASSA INOX 28CM";"49";0,00;"49";0,00;"102";"82159910";7,00;
42114;"7897027202417";"PASTA C/ELASTICO TRANSPARENTE INCOLOR";"49";0,00;"49";0,00;"500";"39241000";7,00;
42115;"7898906196094";"BORRACHA P/PANELA PRESSAO SILICONE 2,5/4,5";"49";0,00;"49";0,00;"102";"40169300";7,00;
42116;"7898906196100";"BORRACHA P/PANELA PRESSAO SILICONE 7";"06";0,00;"06";0,00;"";"39100021";7,00;
42117;"7899110535556";"DESCASCADOR DE LEGUMES PROF.15X5CM";"49";0,00;"49";0,00;"500";"82055100";7,00;
42118;"7896211856030";"FACA DE COZINHA ACO CARBONO";"49";0,00;"49";0,00;"102";"82119210";7,00;
42119;"7897659635898";"GARRAFA SLEEVE STICH 550ML";"49";0,00;"49";0,00;"102";"39249000";7,00;
42120;"7898685640740";"PEDIDO MULTIV.1/8 25X2 VIAS";"49";0,00;"49";0,00;"";"48201000";7,00;
42121;"0070330423473";"LAPIS BIC EVOLUTION S/BORRACHA N 2";"49";0,00;"49";0,00;"";"96091000";7,00;
42123;"0000000042123";"JARRA NADIR BAR 1550ML 5414";"49";0,00;"49";0,00;"";"70134900";7,00;
42124;"7896871906113";"ORGANIZADOR 3C CLEAR 1,2LT";"06";0,00;"06";0,00;"";"39241000";7,00;
42125;"7896871906120";"ORGANIZADOR 3C CLEAR 2,3LT";"49";0,00;"49";0,00;"102";"39249000";7,00;
42126;"7896871906106";"ORGANIZADOR 3C CLEAR 550ML";"49";0,00;"49";0,00;"500";"39241000";7,00;
42127;"7896871906144";"ORGANIZADOR SLIM 800ML";"49";0,00;"49";0,00;"102";"39269090";7,00;
42128;"0000000042128";"PONTA PEDACO APRESUNTADO PIF PAF KG";"06";0,00;"06";0,00;"";"16024900";0,00;
42129;"7896179502277";"SUCO JANDAIA CAJU 1L";"06";0,00;"06";0,00;"";"21069010";7,00;
42131;"7891360640639";"LAPIS FABER";"06";0,00;"06";0,00;"";"96091000";0,00;
42132;"7909438038728";"LAPISEIRA SPIRO 2.0";"06";0,00;"06";0,00;"";"96084000";7,00;
42135;"7909843310853";"HAVAIANA VERDE MUSGO 41/42";"49";0,00;"49";0,00;"102";"64022000";0,00;
42136;"7896306624650";"TRENTO MOMENTOS 192G";"49";0,00;"49";0,00;"500";"19053200";7,00;
42137;"7898954005461";"RAPADURA C/ MAMAO SITIO CAIANA 400G";"49";0,00;"49";0,00;"102";"17039000";0,00;
42138;"7898352390480";"RAPADURA MAMAO C/CIDRA  SITIO CAIANA 400G";"49";0,00;"49";0,00;"500";"20071000";0,00;
42139;"7894900680522";"SPRITE LEMON FRESH PET 1,5L";"06";0,00;"06";0,00;"500";"22021000";7,00;
42140;"7894900337006";"ABSOLUT VODKA SPRITE LT 269ML";"49";0,00;"49";0,00;"";"22089000";7,00;
42144;"7898352390015";"RAPADURA AMENDOIM SITIO CAIANA 400G";"49";0,00;"49";0,00;"500";"20071000";0,00;
42145;"7891055816271";"ESCOVA DENTAL PACK 5 CONDOR";"04";0,00;"04";0,00;"102";"96032100";7,00;
42146;"7891000304877";"BONO BISCOITO FININHO 57G";"49";0,00;"49";0,00;"500";"19053100";0,00;
42147;"0000000042147";"ETIQUETA ADERE 25MMX05M";"06";0,00;"06";7,60;"";"48219000";0,00;
42148;"0000000042148";"TIRINHAS DE FRANGO PERDIGAO 1KG";"06";11,51;"06";0,00;"";"16023230";0,00;
42149;"7898707280978";"PICOLE COOKIES ICREAM 65G";"49";0,00;"49";0,00;"102";"21050010";7,00;
42150;"7898707281418";"PICOLE CHOCOTELLA ICREAM 75G";"49";0,00;"49";0,00;"102";"21050010";7,00;
42151;"7896512973795";"GRANADO REFIL COND BEBE TRAD 250ML";"04";0,00;"04";0,00;"500";"33059000";7,00;
42152;"7898623951938";"COND SALON LINE MEU LISO MAT ROXO 300ML";"04";0,00;"04";0,00;"500";"33059000";7,00;
42155;"7891150081277";"DES REXONA AER INVISIBLE 250ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
42156;"7897478403074";"PASTA ABA ELASTICO OFICIO ALVEOLAR FUME";"49";0,00;"49";0,00;"500";"39261000";0,00;
42158;"0074468298200";"MEL  SILVESTRE 280G";"49";0,00;"49";0,00;"102";"04090000";0,00;
42159;"7891000253427";"NESCAU ACHOCOLATADO E PO SACHE 1,2KG";"49";0,00;"49";0,00;"102";"18069000";7,00;
42161;"7896062800145";"PUREZA VITAL AGUA MIN. C/GAS 510ML";"06";0,00;"06";0,00;"102";"22011000";7,00;
42163;"7891035800344";"KIT VEJA MULTIUSO ORIGINAL 500ML C/3";"49";0,00;"49";0,00;"500";"34025000";0,00;
42164;"7896001210196";"GELEIA DE FRAMBOESA LINEA ZERO 230G";"49";0,00;"49";0,00;"500";"20079910";7,00;
42166;"0000000042166";"CREME DE CEBOLA PRODIN KG";"06";0,00;"06";0,00;"";"21041011";7,00;
42167;"0000000042167";"CALDO DE CARNE PROD. PROPRIA KG";"06";0,00;"06";0,00;"";"21041011";0,00;
42168;"7891800630602";"SABONETE INTIMO TOPZ";"49";0,00;"49";0,00;"102";"34013000";0,00;
42169;"7898316230395";"FOGOS REAL 3TIROS C/12";"49";0,00;"49";0,00;"102";"63079090";0,00;
42171;"7509546695396";"SAB PALMOLIVE ARGILA E EUCALIPTO 150G";"49";0,00;"49";0,00;"102";"34011190";7,00;
42175;"7908631440253";"POTE VIDRO HERMETICO CLASSIC";"49";0,00;"49";0,00;"500";"70134900";0,00;
42176;"7908631440246";"POTE VIDRO HERMETICO CLASSIC GRANDE";"49";0,00;"49";0,00;"500";"70134900";0,00;
42177;"7908631404910";"JARRA TERMICA C/ALCA RETA WINCY 1L";"49";0,00;"49";0,00;"102";"96170010";0,00;
42178;"7908174945994";"KIT MARMITA C/COLHER DE PLASTICO";"49";0,00;"49";0,00;"500";"39241000";0,00;
42180;"0000000042180";"COLORAU PRODUCAO PROPIA KG";"06";0,00;"06";0,00;"";"32030030";0,00;
42179;"7896579420775";"REFRIGERANTE FLEXA GUARANA C/LARANJA 2L";"06";0,00;"06";0,00;"500";"22021000";0,00;
42181;"0000000042181";"TRIPA DE CARNEIRO PRODUCAO PROPIA KG";"06";0,00;"06";0,00;"";"0504001";7,00;
42183;"0000000042183";"JILO FATIADO  KG";"06";0,00;"06";0,00;"";"07089000";0,00;
42182;"0000000042182";"TRIPA DE PORCO PRODUCAO PROPIA KG";"06";0,00;"06";0,00;"";"0504001";7,00;
42184;"0000000042184";"ABOBRINHA RALADA KG";"06";0,00;"06";0,00;"";"07099300";0,00;
42186;"0000000042186";"PEPINO RALADO  KG";"06";0,00;"06";0,00;"";"07070000";0,00;
42191;"7899970402821";" BARRA HERSHEYS CHOCOLATE EXT CREMOSA 82G";"49";0,00;"49";0,00;"500";"18063210";7,00;
42188;"0000000042188";"REPOLHO/REPOLHO ROXO RALADO KG";"06";0,00;"06";0,00;"";"07049000";0,00;
42192;"7891000349793";"KIT KAT MINIMOMENTSCOOKIES 34,6G";"49";0,00;"49";0,00;"500";"19053200";7,00;
42193;"7891000426210";"ACHOCOLATADO NESCAU LATA 350G";"49";0,00;"49";0,00;"500";"18069000";0,00;
42194;"7898081291805";"CORACAO DE FRANGO REAL KG";"49";0,00;"49";0,00;"102";"02071433";7,00;
42195;"7898081291812";"MOELA DE FRANGO REAL 800G";"49";0,00;"49";0,00;"102";"02071432";7,00;
42196;"7909006291999";"CHINELO  IPANEMA TEMAS INFANTIL GRAFITE/PRETO 23/24";"49";0,00;"49";0,00;"102";"64022000";7,00;
42198;"7909937681081";"CHINELO RIDER FEEL PRETO/VERMELHO 30";"49";0,00;"49";0,00;"102";"64022000";7,00;
42199;"7892840800079";"PEPSI COLA LATA 350ML";"06";0,00;"06";0,00;"500";"22021000";7,00;
42200;"7898612811250";"TIRAS DE FILE DE TILAPIA NATUPEIXE 400G";"49";0,00;"49";0,00;"102";"03046100";7,00;
42201;"7896045114092";"CAPSULA 3CORACOES CAPPUCCINO NAPOLITANO C/10 75G";"49";0,00;"49";0,00;"500";"21011200";0,00;
42202;"7896315106291";"AGUA TONICA CAMPINHO ZERO 600ML";"06";0,00;"06";0,00;"500";"22021000";7,00;
42203;"7896098903070";"AMACIANTE ROUPAS YPE AZUL 7L";"49";0,00;"49";0,00;"500";"38099190";7,00;
42207;"0000000042207";"OLEO DE SOJA MP KG";"06";0,00;"06";0,00;"";"15079011";0,00;
42209;"7896003739817";"BISC. MARILAN PIT STOP RECH/CHOC TRUFADO 98G";"49";0,00;"49";0,00;"500";"19053100";0,00;
42208;"0000000042208";"PICADINHO DE FRANGO PARA ESTROGONOFE KG";"06";0,00;"06";0,00;"";"16023220";7,00;
42210;"7896181710202";"PASTA DE AMENDOIM AMENDOPOWER 500G";"49";0,00;"49";0,00;"500";"20081100";7,00;
42212;"7891010254155";"ABSORV. SEMPRE LIVRE SUAVE C/ABAS 32UN";"70";0,00;"70";0,00;"";"96190000";7,00;
42213;"7896072691269";"AROMA BAUNILHA BRANCA MAVALERIO 30ML";"49";0,00;"49";0,00;"102";"33021000";7,00;
42211;"0000000042211";"TEMPERO COMPLETO LINGUICA VINAGRETE/AIPIM  KG";"06";0,00;"06";0,00;"";"21039021";0,00;
42214;"7891268400113";"ENXAGUANTE BUCAL LISTERINE COOL MINT 500ML";"49";0,00;"49";0,00;"500";"33069000";7,00;
42217;"0000000042217";"TEMPERO COMPLETO LINGUICA SUINO/FRANGO KG";"06";0,00;"06";0,00;"";"21039021";0,00;
42218;"7898949499572";"CHIMICHURRI DEFUMADO JEITO MINEIRO 8G";"49";0,00;"49";0,00;"";"21039029";0,00;
42219;"7898949499596";"TEMPERO MINEIRO JEITO MINEIRO 10G";"06";0,00;"06";0,00;"";"09042200";0,00;
42221;"0000000042221";"COCA COLA 2L GELADA";"06";3,00;"06";0,00;"";"22021000";0,00;
42222;"7896408443982";" ROSCA BRIGADEIRO CASAREDO 280G";"49";0,00;"49";0,00;"500";"19053100";0,00;
42223;"7896408443999";" ROSCA CAPPUCCINO CASAREDO 250G";"49";0,00;"49";0,00;"500";"19053100";0,00;
42224;"7891000395561";"GAROTO TABLETE CHOCLEINEGRESCO 150GBR";"49";0,00;"49";0,00;"500";"18063210";7,00;
42225;"0000000042225";"PIRULITO POP MANIA UN";"06";0,24;"06";0,00;"";"17049020";7,00;
42226;"0000000042226";"PIRULITO BIG BIG MAX UN";"06";1,07;"06";0,00;"";"17049090";7,00;
42227;"7891097105203";"IOGURTE+CONFEITOS BOB ESPONJA 125G";"49";0,00;"49";0,00;"102";"04032000";7,00;
42228;"7908044609155";"AFIADOR DE FACAS E TESOURAS PROFISSIONAL";"49";0,00;"49";0,00;"500";"82055100";7,00;
42229;"7898728891627";"APARELHO DE BARBEAR METAL C/1 LAMINA GP6";"49";0,00;"49";0,00;"500";"82121020";0,00;
42230;"7898728891641";"BALANCA DE GANCHO DIGITAL 50KG";"06";0,00;"06";0,00;"";"84231000";7,00;
42233;"6934177708800";"FONE DE OUVIDO AIRDOTS";"49";0,00;"49";0,00;"500";"85171300";0,00;
42236;"7896036001059";"KETCHUP CLASSICO ELEFANTE 350G";"49";0,00;"49";0,00;"500";"21032010";7,00;
42237;"7896036099537";"TARANTELLA SACHE MANJERICAO 300G";"70";0,00;"70";0,00;"";"21032010";7,00;
42238;"7896036000878";"CARGILL TRUVIA ADOCANTE LIQUIDO 60ML";"49";0,00;"49";0,00;"102";"21069090";7,00;
42239;"7896315115132";"BAD WOLF MELANCIA ZERO 2L PET";"06";0,00;"06";0,00;"500";"22029900";7,00;
42240;"7896315104600";"BAD WOLF MACA VERDE ZERO 473 LATA";"06";0,00;"06";0,00;"500";"22029900";7,00;
42241;"7896315104594";"BAD WOLF TROPICAL ZERO 473 LATA";"06";0,00;"06";0,00;"500";"22029900";7,00;
42242;"7896315104563";"BAD WOLF 473 LATA";"06";0,00;"06";0,00;"500";"22029900";7,00;
42260;"7898938890090";"MONSTER ENERGY ULTRA PEACHY KEEN 473ML";"06";0,00;"06";0,00;"500";"22029900";0,00;
42261;"0000000042261";"PANO PARA PIA ALKILIN";"06";0,00;"06";0,00;"";"56039490";7,00;
42262;"7908106200436";"SOMBRINHA GUARDALUX T3074";"49";0,00;"49";0,00;"102";"66019110";0,00;
42264;"7896045113668";"CAPPUCCINO 3 CORACOES  COOKIES 'N' CREAM 260ML";"06";0,00;"06";0,00;"500";"22029900";0,00;
42265;"7896056405332";"LAVA ROUPAS URCA LIQ. AZUL 5L";"49";0,00;"49";0,00;"500";"34025000";7,00;
42267;"7896056407039";"SABAO COCO RUTH C/5 900G";"49";0,00;"49";0,00;"102";"34011900";7,00;
42243;"7896505602411";"FEIJAO PRETO ANCHIETA 1KG";"49";0,00;"49";0,00;"102";"07133319";7,00;
42247;"7891497814828";"PANO DE PRATO BON APPETIT 45X65CM";"49";0,00;"49";0,00;"102";"63026000";0,00;
42249;"7896024761453";"PIRAQUE LEITE MALTADO CHOCOLATE 132G";"49";0,00;"49";0,00;"500";"19053100";7,00;
42250;"7896024726827";"PIRAQUE NEWAFER LIMAO 100G";"49";0,00;"49";0,00;"500";"19053200";7,00;
42251;"7896024726742";"PIRAQUE NEWAFER BRIGADEIRO 100G";"49";0,00;"49";0,00;"500";"19053200";7,00;
42252;"7894904295586";"MILANESA INDIVIDUAL 100G";"49";0,00;"49";0,00;"500";"16023290";7,00;
42256;"7891150025288";"AMACIANTE ROUPA CONFORT CONCENTRADO ENERGIA FLORAL 500ML";"49";0,00;"49";0,00;"500";"38099190";7,00;
42258;"7896036000717";"EXTRATO TOMATE ELEFANTE POTE 300G";"49";0,00;"49";0,00;"500";"20029000";0,00;
42259;"7891515547554";"BATATA PALITO PRE-FRITA CONGELADA SADIA 2KG";"49";0,00;"49";0,00;"102";"20041000";7,00;
42268;"0000000042268";"SABAO COCO RUTH 180G";"06";0,00;"06";0,00;"";"34011900";7,00;
42269;"7898952932257";"MINI ESPINAFRE HIGIENIZADA";"06";0,00;"06";0,00;"";"07049000";0,00;
42272;"7898952932233";"MINI ALFACE CRESPA HIGIENIZADA";"06";0,00;"06";0,00;"";"07049000";0,00;
42273;"7898952932271";"MINI RUCULA HIGIENIZADA";"06";0,00;"06";0,00;"";"07049000";0,00;
42274;"7898952932264";"MINI FOLHAS DE BETERRABA HIGIENIZADA";"06";0,00;"06";0,00;"";"07049000";0,00;
42308;"7891055539217";"FIO DENTAL MENTA CONDOR";"49";0,00;"49";0,00;"500";"33062000";7,00;
42309;"7891055813706";"KIT ESCOVA+GEL DENTAL CONDOR";"04";0,00;"04";0,00;"102";"96032100";7,00;
42310;"7891055813805";"KIT ESCOVA+ GEL DENTAL LR";"04";0,00;"04";0,00;"102";"96032100";7,00;
42311;"7891242161597";"PINHO TROP LAVANDA L1L P900ML";"49";0,00;"49";0,00;"102";"38089419";7,00;
42312;"7891242161580";"PINHO TROP PINHO L1L P900ML";"49";0,00;"49";0,00;"102";"38089419";7,00;
42315;"0000000042315";"FILE DE PEITO UNIAVES KG";"06";0,00;"06";0,00;"";"02071422";0,00;
42316;"7893723000159";"AVENTAIS SORTIDOS";"49";0,00;"49";0,00;"102";"63079090";7,00;
42317;"7898659280620";"LEITE INTEGRAL UAI 1L";"49";0,00;"49";0,00;"102";"04012010";7,00;
42318;"0000000042318";"BACON DE PALETA";"06";0,00;"06";0,00;"";"02101900";7,00;
42319;"9002490214166";"RED BULL BR LATA 473ML";"06";0,00;"06";0,00;"500";"22029900";7,00;
42321;"7897464702495";"STARSCHOOL COLA BRANCA 1KG";"49";0,00;"49";0,00;"102";"35061090";7,00;
42322;"7898964527052";"SLIME PUXA PUXA GLITTER";"49";0,00;"49";0,00;"102";"95030099";0,00;
42324;"7894900084009";"ADES AMENDOA 1L";"49";0,00;"49";0,00;"500";"22029900";0,00;
42325;"7896791904572";"IOG.TREVO FRUTAS VERMELHAS 800G";"49";0,00;"49";0,00;"102";"04032000";7,00;
42326;"7896791903582";"PETIT SUISSE TREVINHO POUCH 70G MORANGO";"49";0,00;"49";0,00;"102";"04061090";7,00;
42327;"5602265111016";"AZEITE MONDEGAO EXTRA VIRGEM 500ML";"49";0,00;"49";0,00;"500";"15092000";7,00;
42328;"5602265110019";"AZEITE MONDEGAO E.VIRGEM VIDRO 500ML";"49";0,00;"49";0,00;"500";"15092000";7,00;
42329;"5601129032115";"VINHO VERDE GATAO BORDALESA 750ML";"06";0,00;"06";0,00;"";"22042100";7,00;
42330;"0000000042330";"BACALHAU LOMBO  KG";"06";0,00;"06";0,00;"";"03055310";0,00;
42332;"7898967923554";"DIP LOKO NEON ZOMBIE 10G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42333;"7898024398899";"OVO CAIXA DARK 137,5G";"49";0,00;"49";0,00;"500";"18069000";7,00;
42334;"7898024398448";"OVO CAIXA FER. ROCHER 137,5G";"49";0,00;"49";0,00;"500";"18069000";7,00;
42335;"7898367980010";"CERVEJA EISENBAHN 355ML";"06";0,00;"06";0,00;"500";"22030000";7,00;
42336;"7892840802745";"PEPSI TWIST LATA 350ML";"06";0,00;"06";0,00;"500";"22021000";7,00;
42337;"7622210956200";"BALA HALLS EXTRA FORTE BAG 3X27,5G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42338;"7622210956798";"BALA HALLS MENTA BAG 3X28G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42339;"7622210956118";"BALA HALLS MOR BAG 3X28G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42340;"7895800480540";"GOMA TRIDENT 5S BAG MELANCIA 4X8G";"49";0,00;"49";0,00;"102";"21069050";7,00;
42341;"7895800112786";"GOMA TRIDENT 5S BAG MENTA 4X8G";"49";0,00;"49";0,00;"102";"21069050";7,00;
42342;"7895800480502";"GOMA TRIDENT 5S BAG MOR 4X8G";"49";0,00;"49";0,00;"102";"21069050";7,00;
42343;"7895800481004";"GOMA TRIDENT 5S BAG TUTTI-FRUTTI 4X8G";"49";0,00;"49";0,00;"102";"21069050";7,00;
42345;"7622210571571";"TANG LARANJA DOCINHA 18 GR";"49";0,00;"49";0,00;"102";"21069010";7,00;
42347;"0000000042347";"FRIGIDEIRA CAROLA 1";"06";0,00;"06";0,00;"";"85167910";0,00;
42348;"7891000116005";"FRISKIES FRANGO AO MOLHO 85G";"49";0,00;"49";0,00;"500";"23091000";7,00;
42350;"7896005802373";"CAFE CAPPUCCINO 3CORACOES CLASSIC SACHE 20G";"49";0,00;"49";0,00;"500";"21011200";7,00;
42351;"7896005809495";"BEBIDA LACTEA 3CORACOES CAPPUCCINO ZERO 260ML";"06";0,00;"06";0,00;"500";"22029900";7,00;
42352;"7896005802397";"CAFE CAPPUCCINO 3CORACOES CHOCOLATE SACHE 20G";"49";0,00;"49";0,00;"500";"21011200";7,00;
42353;"7896005800829";"CAFE 3C ESTRELA REAL PREMIUM 500G";"49";0,00;"49";0,00;"102";"09012100";7,00;
42354;"7896505600066";"CANJIQUINHA ANCHIETA 1KG";"49";0,00;"49";0,00;"102";"11031300";7,00;
42356;"7896003738728";"MARILAN DISTRACAO CHOCOLATE/CHOCOLATE BRANCO 320G";"49";0,00;"49";0,00;"500";"19053100";7,00;
42359;"7896056405349";"LAVA ROUPAS URCA LIQ. VERDE 5LT";"49";0,00;"49";0,00;"102";"34012090";7,00;
43453;"7500435233644";"SH300+CO150 PANTENE QUERATINA";"04";0,00;"04";0,00;"500";"33051000";0,00;
43454;"7500435200301";"SH300+CO150 PANTENE COLAGENO";"04";0,00;"04";0,00;"500";"33051000";0,00;
43455;"7897105517013";"ARROZ INTEGRAL CODIL T1 1KG";"49";0,00;"49";0,00;"102";"10062010";7,00;
43456;"7891150081246";"DESODORANTE AEROSOL DOVE 145G";"04";0,00;"04";0,00;"500";"33072010";7,00;
43457;"7896213006266";"BISCOITO VITARELA CREAM CRACKER INTEGRAL 367,5G";"49";0,00;"49";0,00;"102";"19053100";7,00;
43458;"7896259417323";"BALA EMBARE CARAMELOS DE LEITE CONDENSADO 660G";"49";0,00;"49";0,00;"102";"17049020";7,00;
42370;"7897766561127";"FONE DE OUVIDO KAPBOM KA-6112";"49";0,00;"49";0,00;"500";"85183000";0,00;
42371;"7908153835841";"FONE DE OUVIDO GOLD";"49";0,00;"49";0,00;"500";"85183000";0,00;
42372;"0000000042372";"BOMBA BIG UNIAO FOGOS";"06";0,00;"06";0,00;"";"36041000";7,00;
42373;"7898707281234";"PICOLE 60G BOMBOM DO AMOR ZERO";"49";0,00;"49";0,00;"102";"21050010";7,00;
42374;"7898707281340";"PICOLE 68G DINO TWIST ICREAM";"49";0,00;"49";0,00;"102";"21050010";7,00;
42375;"7898707281388";"PICOLE 75G START";"49";0,00;"49";0,00;"102";"21050010";7,00;
42386;"7896799213423";"TEMPERO COMP S PIMENTA SABOR POTE 300G";"49";0,00;"49";0,00;"500";"21039021";7,00;
42388;"7896799213409";"TEMPERO SAL E ALHO SABOR POTE 300G";"49";0,00;"49";0,00;"500";"21039021";7,00;
42391;"7896315115149";"BAD WOLF MACA VERDE ZERO 2L";"06";0,00;"06";0,00;"500";"22029900";0,00;
42394;"7898686641784";"COLHER DE PLASTICO REFEICAO GOLDENPLAST";"49";0,00;"49";0,00;"500";"39241000";0,00;
